# Znak Russian dictionary.
# Source: hingston/russian 50000-russian-words-cyrillic-only.txt
# Derived from University of Leeds Corpus, CC BY Attribution.
# Format:
#   word frequency
# Lines beginning with # are ignored. Frequency is optional; higher means earlier.
сабриэль 52190
пивок 52189
астер 52188
досидеть 52187
баркашов 52186
структурность 52185
восторженность 52184
рационализировать 52183
конденсация 52182
мильштейн 52181
грушинский 52180
методологически 52179
полечиться 52178
мейбл 52177
пенат 52176
отчетно 52175
сорочинский 52174
троллея 52173
торфяник 52172
чернецкий 52171
проблемно 52170
ивашка 52169
шифровальщик 52168
малкова 52167
крошево 52166
сыскаться 52165
хокка 52164
пульсар 52163
отточенный 52162
портирование 52161
нище 52160
кряхтение 52159
макхит 52158
мольтке 52157
констебль 52156
грейнджер 52155
этногенез 52154
собственноручный 52153
недоносок 52152
меандр 52151
брайдон 52150
радужно 52149
оплевать 52148
блад 52147
плиний 52146
черезчур 52145
лейба 52144
масличный 52143
московско 52142
лышать 52141
варварски 52140
примиряться 52139
скотоводческий 52138
сметка 52137
растягивание 52136
олее 52135
старпол 52134
баламут 52133
заморской 52132
поверхностность 52131
разговорчик 52130
герцль 52129
хозрасчет 52128
мертвечина 52127
биз 52126
мёртвой 52125
корневище 52124
здоровенький 52123
кристаллик 52122
притязать 52121
маккрийти 52120
джобс 52119
наворовать 52118
антиреклама 52117
фарисея 52116
отстояться 52115
савинков 52114
напополам 52113
ннг 52112
доусон 52111
штырек 52110
комконец 52109
североатлантический 52108
копирайтер 52107
метеоусловие 52106
сытин 52105
неузнаваемо 52104
твс 52103
спасовать 52102
элька 52101
эволюционизм 52100
засурский 52099
перепончатый 52098
уивер 52097
засмеять 52096
бест 52095
двухсотлетний 52094
трехгорный 52093
обмелеть 52092
потерянно 52091
оболгать 52090
зонов 52089
подтек 52088
целка 52087
мэйдзи 52086
гармоничность 52085
подсечка 52084
хроматический 52083
дея 52082
партизанка 52081
растяжимый 52080
лужина 52079
астан 52078
чесно 52077
самообучение 52076
бестолковость 52075
милн 52074
апостиль 52073
бабуль 52072
осипенко 52071
сиэтля 52070
габор 52069
заявленный 52068
мишк 52067
отливый 52066
кегнуть 52065
вырезаться 52064
купальщик 52063
недооцениваться 52062
княжий 52061
икогда 52060
поздняков 52059
тёмном 52058
загрязненность 52057
робить 52056
похерить 52055
нежеланный 52054
